"DESCRICAO","ROTULO","COD_CONFIGURACAO","COD_MEDICAO_ETA","VALOR","DT_REGISTRO_PROGRAMADA"
DOSAGENS,Dens. Flúor,1341,20939020,1.2038,2020-10-01 16:00:00
DOSAGENS,Cloro Pós,1339,20951334,20.0000,2020-10-01 16:00:00
ÁGUA BRUTA,Alcalinidade,1346,20951338,16.0000,2020-10-01 16:00:00
ÁGUA COAGULADA,pH,1348,20951340,6.5300,2020-10-01 16:00:00
DOSAGENS,Dosagem Sulfato,1333,20951331,129.2700,2020-10-01 16:00:00
DOSAGENS,Dens. Sulfato,1331,20938983,1.3220,2020-10-01 16:00:00
ENTRADA DA ETA,Vazão afluente,1324,20951330,1979.0000,2020-10-01 16:00:00
COND. AMBIENTAIS,Temp. ar,1349,20951341,26.9000,2020-10-01 16:00:00
ÁGUA TRATADA,Cor,1356,20951342,3.0000,2020-10-01 16:00:00
DOSAGENS,Dosagem Flúor,1342,20951332,30.0400,2020-10-01 16:00:00
ÁGUA BRUTA,pH,1345,20951337,7.0500,2020-10-01 16:00:00
ÁGUA TRATADA,Alcalinidade,1359,20951345,18.9000,2020-10-01 16:00:00
ÁGUA TRATADA,Cloro residual,1360,20951346,1.8000,2020-10-01 16:00:00
DOSAGENS,Dosagem Sulfato,1332,20938994,8.0000,2020-10-01 16:00:00
DOSAGENS,Conc. Sulfato,1330,20938972,46.3200,2020-10-01 16:00:00
ÁGUA TRATADA,Turbidez,1357,20951343,0.4100,2020-10-01 16:00:00
DOSAGENS,Conc. Sulfato,1330,20938973,46.3200,2020-10-01 17:00:00
DOSAGENS,Dosagem Sulfato,1332,20938995,8.0000,2020-10-01 17:00:00
DOSAGENS,Dosagem Flúor,1342,20952751,31.1200,2020-10-01 17:00:00
ÁGUA TRATADA,Cloro residual,1360,20952754,1.7800,2020-10-01 17:00:00
ENTRADA DA ETA,Vazão afluente,1324,20952749,2050.0000,2020-10-01 17:00:00
DOSAGENS,Dens. Sulfato,1331,20938984,1.3220,2020-10-01 17:00:00
DOSAGENS,Dosagem Sulfato,1333,20952750,133.9100,2020-10-01 17:00:00
DOSAGENS,Cloro Pós,1339,20952753,20.0000,2020-10-01 17:00:00
DOSAGENS,Dens. Flúor,1341,20939021,1.2038,2020-10-01 17:00:00
RESERVATÓRIO,Nível,1325,20952752,77.0000,2020-10-01 17:00:00
DOSAGENS,Conc. Flúor,1340,20939010,23.0000,2020-10-01 17:00:00
DOSAGENS,Conc. Flúor,1340,20954825,23.0000,2020-10-01 18:00:00
ÁGUA COAGULADA,Turbidez,1347,20954831,9.0000,2020-10-01 18:00:00
RESERVATÓRIO,Nível,1325,20954820,73.0000,2020-10-01 18:00:00
ÁGUA BRUTA,Turbidez,1344,20954827,6.3800,2020-10-01 18:00:00
ÁGUA BRUTA,Cor,1343,20954828,37.9000,2020-10-01 18:00:00
ÁGUA TRATADA,pH,1358,20954836,7.0500,2020-10-01 18:00:00
ÁGUA TRATADA,Íon Flúor,1362,20954839,0.6700,2020-10-01 18:00:00
DOSAGENS,Cloro Pós,1339,20954824,20.0000,2020-10-01 18:00:00
DOSAGENS,Dens. Flúor,1341,20954826,1.2038,2020-10-01 18:00:00
ÁGUA BRUTA,Alcalinidade,1346,20954830,16.8000,2020-10-01 18:00:00
ÁGUA COAGULADA,pH,1348,20954832,6.4800,2020-10-01 18:00:00
DOSAGENS,Dosagem Sulfato,1333,20954818,132.5400,2020-10-01 18:00:00
ENTRADA DA ETA,Vazão afluente,1324,20954817,2029.0000,2020-10-01 18:00:00
DOSAGENS,Dens. Sulfato,1331,20954822,1.3220,2020-10-01 18:00:00
COND. AMBIENTAIS,Temp. ar,1349,20954833,26.5000,2020-10-01 18:00:00
ÁGUA TRATADA,Cor,1356,20954834,3.0000,2020-10-01 18:00:00
DOSAGENS,Dosagem Flúor,1342,20954819,30.8000,2020-10-01 18:00:00
ÁGUA BRUTA,pH,1345,20954829,7.1000,2020-10-01 18:00:00
ÁGUA TRATADA,Alcalinidade,1359,20954837,20.0000,2020-10-01 18:00:00
ÁGUA TRATADA,Cloro residual,1360,20954838,1.9200,2020-10-01 18:00:00
DOSAGENS,Conc. Sulfato,1330,20954821,46.3200,2020-10-01 18:00:00
DOSAGENS,Dosagem Sulfato,1332,20954823,8.0000,2020-10-01 18:00:00
ÁGUA TRATADA,Turbidez,1357,20954835,0.4300,2020-10-01 18:00:00
DOSAGENS,Conc. Sulfato,1330,20955652,46.3200,2020-10-01 19:00:00
DOSAGENS,Dosagem Sulfato,1332,20955654,8.0000,2020-10-01 19:00:00
FILTROS,Filtro 6,1355,20955663,0.4800,2020-10-01 19:00:00
FILTROS,Filtro 2,1351,20955659,0.3300,2020-10-01 19:00:00
FILTROS,Filtro 4,1353,20955661,0.4100,2020-10-01 19:00:00
DOSAGENS,Dosagem Flúor,1342,20955650,31.8600,2020-10-01 19:00:00
ÁGUA TRATADA,Cloro residual,1360,20955664,1.9500,2020-10-01 19:00:00
ENTRADA DA ETA,Vazão afluente,1324,20955648,2099.0000,2020-10-01 19:00:00
DOSAGENS,Dens. Sulfato,1331,20955653,1.3220,2020-10-01 19:00:00
DOSAGENS,Dosagem Sulfato,1333,20955649,137.1100,2020-10-01 19:00:00
FILTROS,Filtro 1,1350,20955658,0.2800,2020-10-01 19:00:00
FILTROS,Filtro 3,1352,20955660,0.3600,2020-10-01 19:00:00
DOSAGENS,Cloro Pós,1339,20955655,20.0000,2020-10-01 19:00:00
DOSAGENS,Dens. Flúor,1341,20955657,1.2038,2020-10-01 19:00:00
RESERVATÓRIO,Nível,1325,20955651,75.0000,2020-10-01 19:00:00
DOSAGENS,Conc. Flúor,1340,20955656,23.0000,2020-10-01 19:00:00
FILTROS,Filtro 5,1354,20955662,0.4400,2020-10-01 19:00:00
DOSAGENS,Conc. Flúor,1340,20956571,23.0000,2020-10-01 20:00:00
ÁGUA COAGULADA,Turbidez,1347,20956577,9.1000,2020-10-01 20:00:00
RESERVATÓRIO,Nível,1325,20956566,78.0000,2020-10-01 20:00:00
ÁGUA BRUTA,Cor,1343,20956573,36.5000,2020-10-01 20:00:00
ÁGUA BRUTA,Turbidez,1344,20956574,6.2000,2020-10-01 20:00:00
ÁGUA TRATADA,pH,1358,20956582,7.0800,2020-10-01 20:00:00
ÁGUA TRATADA,Íon Flúor,1362,20956585,0.6900,2020-10-01 20:00:00
DOSAGENS,Cloro Pós,1339,20956570,20.0000,2020-10-01 20:00:00
DOSAGENS,Dens. Flúor,1341,20956572,1.2038,2020-10-01 20:00:00
ÁGUA BRUTA,Alcalinidade,1346,20956576,16.8000,2020-10-01 20:00:00
ÁGUA COAGULADA,pH,1348,20956578,6.4800,2020-10-01 20:00:00
DOSAGENS,Dosagem Sulfato,1333,20956564,141.6200,2020-10-01 20:00:00
ENTRADA DA ETA,Vazão afluente,1324,20956563,2168.0000,2020-10-01 20:00:00
DOSAGENS,Dens. Sulfato,1331,20956568,1.3220,2020-10-01 20:00:00
COND. AMBIENTAIS,Temp. ar,1349,20956579,25.8000,2020-10-01 20:00:00
ÁGUA TRATADA,Cor,1356,20956580,3.0000,2020-10-01 20:00:00
ÁGUA TRATADA,Alumínio,1363,20957334,0.0000,2020-10-01 20:00:00
DOSAGENS,Dosagem Flúor,1342,20956565,32.9100,2020-10-01 20:00:00
ÁGUA BRUTA,pH,1345,20956575,7.1000,2020-10-01 20:00:00
ÁGUA TRATADA,Alcalinidade,1359,20956583,20.0000,2020-10-01 20:00:00
ÁGUA TRATADA,Cloro residual,1360,20956584,1.9200,2020-10-01 20:00:00
DOSAGENS,Conc. Sulfato,1330,20956567,46.3200,2020-10-01 20:00:00
DOSAGENS,Dosagem Sulfato,1332,20956569,8.0000,2020-10-01 20:00:00
ÁGUA TRATADA,Turbidez,1357,20956581,0.4600,2020-10-01 20:00:00
DOSAGENS,Conc. Sulfato,1330,20957317,46.3200,2020-10-01 21:00:00
FILTROS,Filtro 6,1355,20958216,0.3500,2020-10-01 21:00:00
DOSAGENS,Dosagem Sulfato,1332,20957323,8.0000,2020-10-01 21:00:00
FILTROS,Filtro 2,1351,20958212,0.3800,2020-10-01 21:00:00
FILTROS,Filtro 4,1353,20958214,0.4900,2020-10-01 21:00:00
DOSAGENS,Dosagem Flúor,1342,20958209,29.6600,2020-10-01 21:00:00
ÁGUA TRATADA,Cloro residual,1360,20958217,1.9200,2020-10-01 21:00:00
ENTRADA DA ETA,Vazão afluente,1324,20958207,1954.0000,2020-10-01 21:00:00
DOSAGENS,Dens. Sulfato,1331,20957320,1.3220,2020-10-01 21:00:00
DOSAGENS,Dosagem Sulfato,1333,20958208,127.6400,2020-10-01 21:00:00
FILTROS,Filtro 1,1350,20958211,0.2500,2020-10-01 21:00:00
FILTROS,Filtro 3,1352,20958213,0.4500,2020-10-01 21:00:00
DOSAGENS,Cloro Pós,1339,20957326,20.0000,2020-10-01 21:00:00
DOSAGENS,Dens. Flúor,1341,20957331,1.2038,2020-10-01 21:00:00
RESERVATÓRIO,Nível,1325,20958210,84.0000,2020-10-01 21:00:00
DOSAGENS,Conc. Flúor,1340,20957328,23.0000,2020-10-01 21:00:00
FILTROS,Filtro 5,1354,20958215,0.2700,2020-10-01 21:00:00
ÁGUA COAGULADA,Turbidez,1347,20958456,9.2000,2020-10-01 22:00:00
DOSAGENS,Conc. Flúor,1340,20957329,23.0000,2020-10-01 22:00:00
RESERVATÓRIO,Nível,1325,20958451,84.0000,2020-10-01 22:00:00
ÁGUA BRUTA,Cor,1343,20958452,37.0000,2020-10-01 22:00:00
ÁGUA BRUTA,Turbidez,1344,20958453,6.9500,2020-10-01 22:00:00
ÁGUA TRATADA,pH,1358,20958461,6.9500,2020-10-01 22:00:00
ÁGUA TRATADA,Íon Flúor,1362,20958464,0.6700,2020-10-01 22:00:00
DOSAGENS,Dens. Flúor,1341,20957332,1.2038,2020-10-01 22:00:00
DOSAGENS,Cloro Pós,1339,20957327,20.0000,2020-10-01 22:00:00
ÁGUA BRUTA,Alcalinidade,1346,20958455,16.8000,2020-10-01 22:00:00
ÁGUA COAGULADA,pH,1348,20958457,6.4600,2020-10-01 22:00:00
DOSAGENS,Dosagem Sulfato,1333,20958449,123.9800,2020-10-01 22:00:00
DOSAGENS,Dens. Sulfato,1331,20957321,1.3220,2020-10-01 22:00:00
ENTRADA DA ETA,Vazão afluente,1324,20958448,1898.0000,2020-10-01 22:00:00
COND. AMBIENTAIS,Temp. ar,1349,20958458,24.6000,2020-10-01 22:00:00
ÁGUA TRATADA,Cor,1356,20958459,2.0000,2020-10-01 22:00:00
DOSAGENS,Dosagem Flúor,1342,20958450,28.8100,2020-10-01 22:00:00
ÁGUA BRUTA,pH,1345,20958454,7.1000,2020-10-01 22:00:00
ÁGUA TRATADA,Alcalinidade,1359,20958462,19.6000,2020-10-01 22:00:00
ÁGUA TRATADA,Cloro residual,1360,20958463,1.9500,2020-10-01 22:00:00
DOSAGENS,Dosagem Sulfato,1332,20957324,8.0000,2020-10-01 22:00:00
ÁGUA TRATADA,Turbidez,1357,20958460,0.2100,2020-10-01 22:00:00
DOSAGENS,Conc. Sulfato,1330,20957318,46.3200,2020-10-01 22:00:00
DOSAGENS,Conc. Sulfato,1330,20957319,46.3200,2020-10-01 23:00:00
FILTROS,Filtro 6,1355,20959551,0.3100,2020-10-01 23:00:00
DOSAGENS,Dosagem Sulfato,1332,20957325,8.0000,2020-10-01 23:00:00
FILTROS,Filtro 2,1351,20959547,0.3400,2020-10-01 23:00:00
FILTROS,Filtro 4,1353,20959549,0.4300,2020-10-01 23:00:00
DOSAGENS,Dosagem Flúor,1342,20959543,26.0000,2020-10-01 23:00:00
ÁGUA TRATADA,Cloro residual,1360,20959552,1.9700,2020-10-01 23:00:00
ENTRADA DA ETA,Vazão afluente,1324,20959541,1713.0000,2020-10-01 23:00:00
DOSAGENS,Dens. Sulfato,1331,20957322,1.3220,2020-10-01 23:00:00
DOSAGENS,Dosagem Sulfato,1333,20959542,111.9000,2020-10-01 23:00:00
FILTROS,Filtro 1,1350,20959546,0.3800,2020-10-01 23:00:00
FILTROS,Filtro 3,1352,20959548,0.4200,2020-10-01 23:00:00
DOSAGENS,Cloro Pós,1339,20959545,20.0000,2020-10-01 23:00:00
DOSAGENS,Dens. Flúor,1341,20957333,1.2038,2020-10-01 23:00:00
RESERVATÓRIO,Nível,1325,20959544,86.0000,2020-10-01 23:00:00
DOSAGENS,Conc. Flúor,1340,20957330,23.0000,2020-10-01 23:00:00
FILTROS,Filtro 5,1354,20959550,0.3900,2020-10-01 23:00:00
DOSAGENS,Conc. Flúor,1340,20960749,23.0000,2020-10-02 00:00:00
ÁGUA COAGULADA,Turbidez,1347,20960755,9.3100,2020-10-02 00:00:00
RESERVATÓRIO,Nível,1325,20960744,84.0000,2020-10-02 00:00:00
ÁGUA BRUTA,Cor,1343,20960751,37.5000,2020-10-02 00:00:00
ÁGUA BRUTA,Turbidez,1344,20960752,9.9800,2020-10-02 00:00:00
ÁGUA TRATADA,pH,1358,20960760,6.9800,2020-10-02 00:00:00
ÁGUA TRATADA,Íon Flúor,1362,20960763,0.6700,2020-10-02 00:00:00
DOSAGENS,Cloro Pós,1339,20960748,16.0000,2020-10-02 00:00:00
DOSAGENS,Dens. Flúor,1341,20960750,1.2038,2020-10-02 00:00:00
ÁGUA BRUTA,Alcalinidade,1346,20960754,16.8000,2020-10-02 00:00:00
ÁGUA COAGULADA,pH,1348,20960756,6.4200,2020-10-02 00:00:00
DOSAGENS,Dosagem Sulfato,1333,20960742,81.8500,2020-10-02 00:00:00
ENTRADA DA ETA,Vazão afluente,1324,20960741,1253.0000,2020-10-02 00:00:00
DOSAGENS,Dens. Sulfato,1331,20960746,1.3220,2020-10-02 00:00:00
COND. AMBIENTAIS,Temp. ar,1349,20960757,24.0000,2020-10-02 00:00:00
ÁGUA TRATADA,Cor,1356,20960758,2.0000,2020-10-02 00:00:00
DOSAGENS,Dosagem Flúor,1342,20960743,19.0200,2020-10-02 00:00:00
ÁGUA BRUTA,pH,1345,20960753,7.1000,2020-10-02 00:00:00
ÁGUA TRATADA,Alcalinidade,1359,20960761,18.5000,2020-10-02 00:00:00
ÁGUA TRATADA,Cloro residual,1360,20960762,1.9300,2020-10-02 00:00:00
DOSAGENS,Conc. Sulfato,1330,20960745,46.3200,2020-10-02 00:00:00
DOSAGENS,Dosagem Sulfato,1332,20960747,8.0000,2020-10-02 00:00:00
ÁGUA TRATADA,Turbidez,1357,20960759,0.2400,2020-10-02 00:00:00
DOSAGENS,Conc. Sulfato,1330,20960794,46.3200,2020-10-02 01:00:00
FILTROS,Filtro 6,1355,20961421,0.3900,2020-10-02 01:00:00
DOSAGENS,Dosagem Sulfato,1332,20960806,8.0000,2020-10-02 01:00:00
FILTROS,Filtro 2,1351,20961417,0.4400,2020-10-02 01:00:00
FILTROS,Filtro 4,1353,20961419,0.3500,2020-10-02 01:00:00
DOSAGENS,Dosagem Flúor,1342,20961414,22.6300,2020-10-02 01:00:00
ÁGUA TRATADA,Cloro residual,1360,20961422,1.9800,2020-10-02 01:00:00
DOSAGENS,Dens. Sulfato,1331,20960800,1.3220,2020-10-02 01:00:00
ENTRADA DA ETA,Vazão afluente,1324,20961412,1491.0000,2020-10-02 01:00:00
DOSAGENS,Dosagem Sulfato,1333,20961413,97.4000,2020-10-02 01:00:00
FILTROS,Filtro 1,1350,20961416,0.2800,2020-10-02 01:00:00
FILTROS,Filtro 3,1352,20961418,0.2100,2020-10-02 01:00:00
DOSAGENS,Cloro Pós,1339,20960812,16.0000,2020-10-02 01:00:00
DOSAGENS,Dens. Flúor,1341,20960824,1.2038,2020-10-02 01:00:00
RESERVATÓRIO,Nível,1325,20961415,83.0000,2020-10-02 01:00:00
DOSAGENS,Conc. Flúor,1340,20960818,23.0000,2020-10-02 01:00:00
FILTROS,Filtro 5,1354,20961420,0.4800,2020-10-02 01:00:00
ÁGUA COAGULADA,Turbidez,1347,20961870,9.8000,2020-10-02 02:00:00
DOSAGENS,Conc. Flúor,1340,20960819,23.0000,2020-10-02 02:00:00
RESERVATÓRIO,Nível,1325,20961865,84.0000,2020-10-02 02:00:00
ÁGUA BRUTA,Cor,1343,20961866,38.3000,2020-10-02 02:00:00
ÁGUA BRUTA,Turbidez,1344,20961867,7.2500,2020-10-02 02:00:00
ÁGUA TRATADA,pH,1358,20961875,6.7700,2020-10-02 02:00:00
ÁGUA TRATADA,Íon Flúor,1362,20961878,0.6800,2020-10-02 02:00:00
DOSAGENS,Dens. Flúor,1341,20960825,1.2038,2020-10-02 02:00:00
DOSAGENS,Cloro Pós,1339,20960813,16.0000,2020-10-02 02:00:00
ÁGUA BRUTA,Alcalinidade,1346,20961869,16.8000,2020-10-02 02:00:00
ÁGUA COAGULADA,pH,1348,20961871,6.4400,2020-10-02 02:00:00
DOSAGENS,Dosagem Sulfato,1333,20961863,100.8600,2020-10-02 02:00:00
ENTRADA DA ETA,Vazão afluente,1324,20961862,1544.0000,2020-10-02 02:00:00
COND. AMBIENTAIS,Temp. ar,1349,20961872,23.6000,2020-10-02 02:00:00
ÁGUA TRATADA,Cor,1356,20961873,2.5000,2020-10-02 02:00:00
DOSAGENS,Dens. Sulfato,1331,20960801,1.3220,2020-10-02 02:00:00
DOSAGENS,Dosagem Flúor,1342,20961864,23.4400,2020-10-02 02:00:00
ÁGUA BRUTA,pH,1345,20961868,7.1000,2020-10-02 02:00:00
ÁGUA TRATADA,Alcalinidade,1359,20961876,17.5000,2020-10-02 02:00:00
ÁGUA TRATADA,Cloro residual,1360,20961877,1.9300,2020-10-02 02:00:00
DOSAGENS,Dosagem Sulfato,1332,20960807,8.0000,2020-10-02 02:00:00
ÁGUA TRATADA,Turbidez,1357,20961874,0.2800,2020-10-02 02:00:00
DOSAGENS,Conc. Sulfato,1330,20960795,46.3200,2020-10-02 02:00:00
DOSAGENS,Conc. Sulfato,1330,20960796,46.3200,2020-10-02 03:00:00
FILTROS,Filtro 6,1355,20962655,0.4100,2020-10-02 03:00:00
DOSAGENS,Dosagem Sulfato,1332,20960808,8.0000,2020-10-02 03:00:00
FILTROS,Filtro 2,1351,20962651,0.4700,2020-10-02 03:00:00
FILTROS,Filtro 4,1353,20962653,0.2700,2020-10-02 03:00:00
DOSAGENS,Dosagem Flúor,1342,20962648,18.9600,2020-10-02 03:00:00
ÁGUA TRATADA,Cloro residual,1360,20962656,1.9200,2020-10-02 03:00:00
DOSAGENS,Dens. Sulfato,1331,20960802,1.3220,2020-10-02 03:00:00
ENTRADA DA ETA,Vazão afluente,1324,20962646,1249.0000,2020-10-02 03:00:00
DOSAGENS,Dosagem Sulfato,1333,20962647,81.5900,2020-10-02 03:00:00
FILTROS,Filtro 1,1350,20962650,0.3800,2020-10-02 03:00:00
FILTROS,Filtro 3,1352,20962652,0.4500,2020-10-02 03:00:00
DOSAGENS,Cloro Pós,1339,20960814,16.0000,2020-10-02 03:00:00
DOSAGENS,Dens. Flúor,1341,20960826,1.2038,2020-10-02 03:00:00
RESERVATÓRIO,Nível,1325,20962649,86.0000,2020-10-02 03:00:00
DOSAGENS,Conc. Flúor,1340,20960820,23.0000,2020-10-02 03:00:00
FILTROS,Filtro 5,1354,20962654,0.4400,2020-10-02 03:00:00
ÁGUA COAGULADA,Turbidez,1347,20964418,10.2000,2020-10-02 04:00:00
DOSAGENS,Conc. Flúor,1340,20960821,23.0000,2020-10-02 04:00:00
RESERVATÓRIO,Nível,1325,20964409,88.0000,2020-10-02 04:00:00
ÁGUA BRUTA,Cor,1343,20964414,37.2000,2020-10-02 04:00:00
ÁGUA BRUTA,Turbidez,1344,20964415,7.3100,2020-10-02 04:00:00
ÁGUA TRATADA,pH,1358,20964423,6.8100,2020-10-02 04:00:00
ÁGUA TRATADA,Íon Flúor,1362,20964426,0.6600,2020-10-02 04:00:00
DOSAGENS,Dens. Flúor,1341,20960827,1.2038,2020-10-02 04:00:00
DOSAGENS,Cloro Pós,1339,20960815,16.0000,2020-10-02 04:00:00
ÁGUA BRUTA,Alcalinidade,1346,20964417,16.8000,2020-10-02 04:00:00
ÁGUA COAGULADA,pH,1348,20964419,6.4500,2020-10-02 04:00:00
DOSAGENS,Dosagem Sulfato,1333,20964407,78.9700,2020-10-02 04:00:00
ENTRADA DA ETA,Vazão afluente,1324,20964406,1209.0000,2020-10-02 04:00:00
DOSAGENS,Dens. Sulfato,1331,20960803,1.3220,2020-10-02 04:00:00
COND. AMBIENTAIS,Temp. ar,1349,20964420,23.5000,2020-10-02 04:00:00
ÁGUA TRATADA,Cor,1356,20964421,2.5000,2020-10-02 04:00:00
DOSAGENS,Dosagem Flúor,1342,20964408,18.3500,2020-10-02 04:00:00
ÁGUA BRUTA,pH,1345,20964416,7.1000,2020-10-02 04:00:00
ÁGUA TRATADA,Alcalinidade,1359,20964424,18.2000,2020-10-02 04:00:00
ÁGUA TRATADA,Cloro residual,1360,20964425,1.9800,2020-10-02 04:00:00
DOSAGENS,Dosagem Sulfato,1332,20960809,8.0000,2020-10-02 04:00:00
ÁGUA TRATADA,Turbidez,1357,20964422,0.3000,2020-10-02 04:00:00
DOSAGENS,Conc. Sulfato,1330,20960797,46.3200,2020-10-02 04:00:00
DOSAGENS,Conc. Sulfato,1330,20960798,46.3200,2020-10-02 05:00:00
FILTROS,Filtro 6,1355,20964432,0.3700,2020-10-02 05:00:00
DOSAGENS,Dosagem Sulfato,1332,20960810,8.0000,2020-10-02 05:00:00
FILTROS,Filtro 2,1351,20964428,0.3400,2020-10-02 05:00:00
FILTROS,Filtro 4,1353,20964430,0.3900,2020-10-02 05:00:00
ÁGUA TRATADA,Cloro residual,1360,20964433,1.9600,2020-10-02 05:00:00
DOSAGENS,Dosagem Flúor,1342,20964412,19.5800,2020-10-02 05:00:00
DOSAGENS,Dens. Sulfato,1331,20960804,1.3220,2020-10-02 05:00:00
ENTRADA DA ETA,Vazão afluente,1324,20964410,1290.0000,2020-10-02 05:00:00
DOSAGENS,Dosagem Sulfato,1333,20964411,84.2700,2020-10-02 05:00:00
FILTROS,Filtro 1,1350,20964427,0.4000,2020-10-02 05:00:00
FILTROS,Filtro 3,1352,20964429,0.3300,2020-10-02 05:00:00
DOSAGENS,Cloro Pós,1339,20960816,16.0000,2020-10-02 05:00:00
DOSAGENS,Dens. Flúor,1341,20960828,1.2038,2020-10-02 05:00:00
RESERVATÓRIO,Nível,1325,20964413,88.0000,2020-10-02 05:00:00
DOSAGENS,Conc. Flúor,1340,20960822,23.0000,2020-10-02 05:00:00
FILTROS,Filtro 5,1354,20964431,0.4200,2020-10-02 05:00:00
ÁGUA COAGULADA,Turbidez,1347,20965758,10.4000,2020-10-02 06:00:00
DOSAGENS,Conc. Flúor,1340,20960823,23.0000,2020-10-02 06:00:00
RESERVATÓRIO,Nível,1325,20965753,81.0000,2020-10-02 06:00:00
ÁGUA BRUTA,Cor,1343,20965754,39.9000,2020-10-02 06:00:00
ÁGUA BRUTA,Turbidez,1344,20965755,7.4500,2020-10-02 06:00:00
ÁGUA TRATADA,pH,1358,20965763,6.8800,2020-10-02 06:00:00
ÁGUA TRATADA,Íon Flúor,1362,20965766,0.7400,2020-10-02 06:00:00
DOSAGENS,Dens. Flúor,1341,20960829,1.2038,2020-10-02 06:00:00
DOSAGENS,Cloro Pós,1339,20960817,16.0000,2020-10-02 06:00:00
ÁGUA BRUTA,Alcalinidade,1346,20965757,16.9000,2020-10-02 06:00:00
ÁGUA COAGULADA,pH,1348,20965759,6.4800,2020-10-02 06:00:00
DOSAGENS,Dosagem Sulfato,1333,20965751,95.3000,2020-10-02 06:00:00
DOSAGENS,Dens. Sulfato,1331,20960805,1.3220,2020-10-02 06:00:00
ENTRADA DA ETA,Vazão afluente,1324,20965750,1459.0000,2020-10-02 06:00:00
COND. AMBIENTAIS,Temp. ar,1349,20965760,24.0000,2020-10-02 06:00:00
ÁGUA TRATADA,Cor,1356,20965761,2.5000,2020-10-02 06:00:00
DOSAGENS,Dosagem Flúor,1342,20965752,22.1500,2020-10-02 06:00:00
ÁGUA BRUTA,pH,1345,20965756,7.1200,2020-10-02 06:00:00
ÁGUA TRATADA,Alcalinidade,1359,20965764,18.2000,2020-10-02 06:00:00
ÁGUA TRATADA,Cloro residual,1360,20965765,2.0000,2020-10-02 06:00:00
DOSAGENS,Dosagem Sulfato,1332,20960811,8.0000,2020-10-02 06:00:00
ÁGUA TRATADA,Turbidez,1357,20965762,0.2200,2020-10-02 06:00:00
DOSAGENS,Conc. Sulfato,1330,20960799,46.3200,2020-10-02 06:00:00
FILTROS,Filtro 6,1355,20967477,0.3200,2020-10-02 07:00:00
DOSAGENS,Conc. Sulfato,1330,20967426,46.3200,2020-10-02 07:00:00
DOSAGENS,Dosagem Sulfato,1332,20967428,8.0000,2020-10-02 07:00:00
FILTROS,Filtro 2,1351,20967473,0.3300,2020-10-02 07:00:00
FILTROS,Filtro 4,1353,20967475,0.3200,2020-10-02 07:00:00
DOSAGENS,Dosagem Flúor,1342,20967424,22.7900,2020-10-02 07:00:00
ÁGUA TRATADA,Cloro residual,1360,20967478,2.0500,2020-10-02 07:00:00
ENTRADA DA ETA,Vazão afluente,1324,20967422,1501.0000,2020-10-02 07:00:00
DOSAGENS,Dens. Sulfato,1331,20967427,1.3220,2020-10-02 07:00:00
DOSAGENS,Dosagem Sulfato,1333,20967423,98.0500,2020-10-02 07:00:00
FILTROS,Filtro 1,1350,20967472,0.3400,2020-10-02 07:00:00
FILTROS,Filtro 3,1352,20967474,0.3000,2020-10-02 07:00:00
DOSAGENS,Cloro Pós,1339,20967449,16.0000,2020-10-02 07:00:00
DOSAGENS,Dens. Flúor,1341,20967461,1.2038,2020-10-02 07:00:00
RESERVATÓRIO,Nível,1325,20967425,81.0000,2020-10-02 07:00:00
DOSAGENS,Conc. Flúor,1340,20967450,23.0000,2020-10-02 07:00:00
FILTROS,Filtro 5,1354,20967476,0.2900,2020-10-02 07:00:00
ÁGUA COAGULADA,Turbidez,1347,20968781,8.0000,2020-10-02 08:00:00
DOSAGENS,Conc. Flúor,1340,20967451,23.0000,2020-10-02 08:00:00
RESERVATÓRIO,Nível,1325,20968774,78.0000,2020-10-02 08:00:00
ÁGUA BRUTA,Cor,1343,20968777,35.0000,2020-10-02 08:00:00
ÁGUA BRUTA,Turbidez,1344,20968778,6.6000,2020-10-02 08:00:00
ÁGUA TRATADA,pH,1358,20968786,6.9400,2020-10-02 08:00:00
ÁGUA TRATADA,Íon Flúor,1362,20968789,0.7200,2020-10-02 08:00:00
DOSAGENS,Dens. Flúor,1341,20967462,1.2038,2020-10-02 08:00:00
DOSAGENS,Cloro Pós,1339,20968776,16.0000,2020-10-02 08:00:00
ÁGUA BRUTA,Alcalinidade,1346,20968780,17.0000,2020-10-02 08:00:00
ÁGUA COAGULADA,pH,1348,20968782,6.5000,2020-10-02 08:00:00
DOSAGENS,Dosagem Sulfato,1333,20968772,97.0700,2020-10-02 08:00:00
DOSAGENS,Dens. Sulfato,1331,20967439,1.3220,2020-10-02 08:00:00
ENTRADA DA ETA,Vazão afluente,1324,20968771,1486.0000,2020-10-02 08:00:00
COND. AMBIENTAIS,Temp. ar,1349,20968783,24.8000,2020-10-02 08:00:00
ÁGUA TRATADA,Cor,1356,20968784,2.0000,2020-10-02 08:00:00
DOSAGENS,Dosagem Flúor,1342,20968773,22.5600,2020-10-02 08:00:00
ÁGUA BRUTA,pH,1345,20968779,7.1500,2020-10-02 08:00:00
ÁGUA TRATADA,Alcalinidade,1359,20968787,18.6000,2020-10-02 08:00:00
ÁGUA TRATADA,Cloro residual,1360,20968788,2.1000,2020-10-02 08:00:00
DOSAGENS,Conc. Sulfato,1330,20967429,46.3200,2020-10-02 08:00:00
